GeneID	log2(FC)
FBgn0259714	-0.7504848315696
FBgn0015903	-0.466242185453728
FBgn0027578	-0.527643634865423
FBgn0003557	-0.338981837081803
FBgn0011206	-0.598180175674012
FBgn0036449	0.371934726109329
FBgn0262870	-0.888778489450584
FBgn0038088	-0.54906315150543
FBgn0032482	-0.345208754866848
FBgn0031769	0.352660312245437
FBgn0037222	-0.57627905759991
FBgn0028434	0.755549401358177
FBgn0039651	0.762951018090593
FBgn0263118	0.473335751937353
FBgn0037046	0.890906456545661
FBgn0264702	0.799605046272025
FBgn0266421	0.495517581060085
FBgn0034793	0.500898659156408
FBgn0001206	0.424586717761681
FBgn0051116	0.591164232337561
FBgn0020391	0.549271310238191
FBgn0011592	0.448051700164055
FBgn0032601	-0.711739204899176
FBgn0032078	0.352764453953302
FBgn0039804	-0.41914507935677
FBgn0036059	-0.446811317411784
FBgn0035312	-0.568605578333884
FBgn0039644	0.398949769817201
FBgn0039876	0.545523199880689
FBgn0026150	0.384940812550788
FBgn0028325	-0.368406552627085
FBgn0035285	0.376226157607752
FBgn0050185	0.452464921314887
FBgn0051955	-0.47565998359229
FBgn0030672	-0.37276132885219
FBgn0038595	-0.641139093435218
FBgn0032881	0.57933332016117
FBgn0265140	0.332647541460356
FBgn0036688	0.517156006460992
FBgn0267975	-0.411933657560892
FBgn0003890	-0.528853937255096
FBgn0028540	-0.680382745768395
FBgn0032420	0.639020403714662
FBgn0262127	-0.436175483933711
FBgn0025682	-0.338079312151308
FBgn0035173	0.454039193462522
FBgn0052687	-0.478561577241805
FBgn0024273	-0.374375008331482
FBgn0034636	-0.845680896329139
FBgn0034894	-0.455143979302274
FBgn0259935	0.791379899691486
FBgn0036821	-0.869527116375398
FBgn0263257	-0.753041142976475
FBgn0035811	0.762931269921438
FBgn0029881	-0.44494904125195
FBgn0266417	-0.693427886967825
FBgn0050359	0.817649869904027
FBgn0027552	-0.466221464886602
FBgn0033356	-0.472264081945707
FBgn0031914	-0.46645278652601
FBgn0036196	-0.607300722733301
FBgn0034013	0.358835090518308
FBgn0037074	-0.305480820538509
FBgn0085354	0.620911790852688
FBgn0033502	-0.698339449450157
FBgn0260429	-0.836399106645694
FBgn0035708	-0.403595958244858
FBgn0031688	0.844686923541904
FBgn0039756	0.363993220696782
FBgn0261109	0.512636821307683
FBgn0034970	-0.358006755848915
FBgn0031992	0.591934146633811
FBgn0004387	-0.344985717508999
FBgn0029147	0.496064429645986
FBgn0014029	0.368013408095821
FBgn0013347	0.432373309088744
FBgn0033224	-0.354800835330072
FBgn0031126	-0.453635362552936
FBgn0010314	0.544245417950662
FBgn0039209	-0.493802826105119
FBgn0030305	0.456615008410611
FBgn0025383	-0.728897743722564
FBgn0015288	-0.312671762420253
FBgn0035132	-0.346723217409308
FBgn0031952	-0.439837253962477
FBgn0028394	-0.610965974112541
FBgn0054056	-0.720865961321329
